Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,105270,8984,5,,No,11,3,4,0,28,3,2,2,2,1,2
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,165950,5626,7,,No,16,3,2,1,22,2,3,18,16,11,8
37,No,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,88340,24666,1,,No,13,3,4,1,9,6,3,9,5,7,7
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,55770,22087,3,,Yes,12,3,2,2,18,3,3,10,9,6,9
32,Yes,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,47070,23914,8,,No,12,3,4,0,6,2,3,4,2,1,2
24,No,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,24000,5530,0,,No,13,3,3,2,3,3,3,2,2,2,1
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,98240,22174,3,,No,19,3,3,1,18,4,3,1,0,0,0
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,64470,15701,6,,No,12,3,2,1,8,2,2,6,5,4,3
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,195020,2125,1,,Yes,17,3,3,1,31,5,3,31,9,0,9
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,27250,21630,1,,Yes,11,3,2,2,6,3,3,6,5,1,4
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,62720,7428,1,,No,20,4,4,2,6,5,4,5,3,1,4
24,No,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,21270,9100,1,,No,21,4,4,1,1,2,3,1,0,0,0
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,182000,7999,1,,No,11,3,3,1,32,2,3,32,5,10,7
25,No,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,20960,26376,1,,No,11,3,3,0,7,1,3,7,4,0,6
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,28860,14168,1,,Yes,16,3,4,1,6,4,3,6,3,1,2
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,20330,14470,1,,No,18,3,3,1,1,2,4,1,0,0,0
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,36220,22794,1,,Yes,13,3,4,1,6,3,3,6,5,1,3
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,42330,11512,2,,No,17,3,3,0,9,2,1,3,1,1,2
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,36810,14004,4,,No,14,3,4,0,9,3,3,3,2,0,2
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,54600,6219,4,,No,22,4,4,2,13,4,4,7,7,5,7
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,21870,5013,0,,No,12,3,3,2,6,5,2,5,3,0,3
37,No,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,96020,3010,4,,Yes,11,3,3,1,17,3,2,3,0,1,0
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,28360,11757,1,,No,13,3,4,0,1,0,4,1,0,0,0
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,40890,5718,1,,No,13,3,2,2,10,4,3,10,2,2,2
43,No,Travel_Rarely,782,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,166270,2671,4,,Yes,14,3,3,1,21,3,2,1,0,0,0
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,26190,14561,3,,No,17,3,4,0,8,3,2,0,0,0,0
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,56790,19627,3,,Yes,13,3,2,1,10,3,3,8,7,4,7
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,154020,17997,7,,No,11,3,1,1,21,3,1,3,2,0,2
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,59850,26894,4,,No,11,3,2,0,10,1,4,2,2,0,2
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,25790,2912,1,,Yes,18,3,4,2,8,3,3,8,2,0,6
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,30410,16346,0,,No,11,3,2,1,5,3,3,4,3,0,2
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,34470,24444,1,,No,11,3,3,0,3,2,3,3,2,1,2
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,195130,9358,4,,Yes,12,3,1,1,26,2,4,2,2,0,1
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,27730,12145,0,,No,20,4,4,0,3,3,3,2,2,2,2
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,71040,20431,0,,No,12,3,4,0,6,3,3,5,0,1,2
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,63220,18089,1,,Yes,12,3,4,1,6,2,2,6,4,0,5
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,20830,22653,1,,No,20,4,3,1,1,2,3,1,0,0,0
53,No,Travel_Rarely,238,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,83810,7507,7,,No,20,4,4,0,18,2,4,14,7,8,10
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,26910,7660,1,,No,12,3,4,1,10,4,2,10,9,8,8
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,42860,5630,2,,No,14,3,4,2,5,4,3,1,1,0,0
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,26590,17759,1,,Yes,13,3,3,1,3,2,3,3,2,0,2
37,No,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,94340,9606,1,,No,15,3,3,1,10,2,3,10,7,7,8
29,No,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,55610,3487,1,,No,14,3,1,1,6,5,2,6,0,1,2
